Year_Birth;Education;Marital_Status;Income;Kidhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumStorePurchases;NumWebVisitsMonth;Complain;WebPurchases
1952;Master;Single;8820;1;52;12;0;13;4;2;4;3;8;0;0
1974;Graduation;Single;43322;0;25;56;7;48;10;2;18;4;7;0;0
1973;Graduation;Together;55593;0;63;293;8;124;11;4;106;3;6;0;1
1954;Graduation;Married;50501;1;10;297;0;38;13;0;152;4;6;0;1
1975;Graduation;Married;37085;1;65;39;1;16;2;0;3;3;8;0;0
1990;Basic;Single;16185;1;71;5;11;16;21;8;45;2;8;0;0
1969;Graduation;Single;57731;0;0;266;21;300;65;8;44;6;6;0;1
1973;PhD;YOLO;48432;0;3;322;3;50;4;3;42;6;8;0;1
1978;Graduation;Married;73807;0;88;366;124;156;71;78;54;11;2;0;1
1990;Graduation;Married;18929;0;15;32;0;8;23;4;18;4;6;0;0
1968;Graduation;Single;35893;1;80;158;0;23;0;0;18;5;8;0;0
1980;Graduation;Married;61014;0;17;269;129;495;182;43;29;4;7;0;1
1954;Graduation;Together;32144;1;76;41;0;10;0;0;3;3;7;0;0
1963;Basic;Together;14918;0;52;3;3;3;15;4;15;3;6;0;0
1963;Graduation;Divorced;45146;1;28;33;0;5;0;0;15;2;4;0;0
1955;2n Cycle;Divorced;41769;0;31;302;29;131;32;0;27;7;8;0;1
1981;Graduation;Together;88325;0;42;519;71;860;93;27;53;9;2;0;1
1950;Master;Divorced;38054;1;24;23;2;17;2;1;0;3;7;0;0
1995;2n Cycle;Single;80617;0;42;594;51;631;72;55;32;8;2;0;1
1976;Graduation;Married;5305;0;12;12;4;7;1;3;5;0;13;0;0
1954;Graduation;Together;36807;1;88;4;2;5;0;0;5;2;6;0;0
1983;Graduation;Together;28427;1;67;18;3;19;3;3;6;3;8;0;0
1948;PhD;Widow;82032;0;54;332;194;377;149;125;57;7;1;0;1
1978;Graduation;Together;22775;1;40;5;1;8;0;0;1;2;8;0;0
1985;Master;Together;40101;1;73;171;3;129;26;24;62;6;7;0;1
1979;Graduation;Married;58025;0;81;270;31;88;11;48;22;10;4;0;0
1982;Master;Single;75777;0;12;712;26;538;69;13;80;11;1;0;0
1979;2n Cycle;Together;7500;1;7;2;8;11;3;8;21;2;7;0;0
1963;Master;Married;33562;1;33;21;12;12;0;3;3;4;4;0;0
1970;PhD;Single;57642;0;24;580;6;58;8;0;27;6;4;0;1
1968;Graduation;Together;58554;1;55;368;24;68;38;0;88;6;7;0;1
1979;Graduation;Married;63777;1;87;457;5;106;15;17;53;6;8;0;1
1962;Graduation;Single;57967;0;39;229;7;137;4;0;91;8;5;0;1
1978;2n Cycle;Together;;0;53;32;2;1607;12;4;22;1;0;0;0
1972;Graduation;Married;24434;2;9;3;2;8;20;0;17;2;7;0;0
1984;Graduation;Single;11012;1;82;24;3;26;7;1;23;2;9;0;0
1970;Master;Single;44802;0;71;853;10;143;13;10;20;12;8;0;1
1986;Graduation;Single;26816;0;50;5;1;6;3;4;3;3;4;0;0
1977;Graduation;Together;666666;1;23;9;14;18;8;1;12;3;6;0;0
1974;Graduation;Married;34421;1;81;3;3;7;6;2;9;2;7;0;0
1967;Graduation;Married;61223;0;46;709;43;182;42;118;247;4;5;0;1
1946;PhD;Together;64014;2;56;406;0;30;0;0;8;5;7;0;1
1981;Graduation;Divorced;56981;0;91;908;48;217;32;12;24;13;6;0;0
1956;Master;Together;69245;0;8;428;30;214;80;30;61;10;3;0;1
1954;PhD;Married;52869;1;40;84;3;61;2;1;21;4;7;0;0
